,location_id,POI_id,POI_Type,org_id,User_id,TimeStamp,Zone,Latitude,Longitude,Category,Yelp_id,name,stars
0,557,557,Independent,4b196b3af964a52000dd23e3,92745,Tue Apr 03 18:09:08 +0000 2012,-420,33.479985,-112.077729,Sandwich Place,yUh85ZlAq_zZ9-rRlvCgcA,Sacks Sandwiches - Phoenix,4.0
1,3321,3321,Independent,4a901a25f964a520021620e3,65794,Tue Apr 03 18:27:40 +0000 2012,-420,33.61045,-112.147466,Coffee Shop,KY4Mg8wSgDg4UpHRB_7JFg,Starbucks,3.0
2,3321,3321,Independent,4a901a25f964a520021620e3,18884,Tue Apr 03 20:26:50 +0000 2012,-420,33.61045,-112.147466,Coffee Shop,KY4Mg8wSgDg4UpHRB_7JFg,Starbucks,3.0
3,3321,3321,Independent,4a901a25f964a520021620e3,65794,Wed Apr 04 17:24:19 +0000 2012,-420,33.61045,-112.147466,Coffee Shop,KY4Mg8wSgDg4UpHRB_7JFg,Starbucks,3.0
4,3321,3321,Independent,4a901a25f964a520021620e3,18884,Sat Apr 07 19:47:10 +0000 2012,-420,33.61045,-112.147466,Coffee Shop,KY4Mg8wSgDg4UpHRB_7JFg,Starbucks,3.0
5,3321,3321,Independent,4a901a25f964a520021620e3,65794,Mon Apr 09 16:28:48 +0000 2012,-420,33.61045,-112.147466,Coffee Shop,KY4Mg8wSgDg4UpHRB_7JFg,Starbucks,3.0
6,3321,3321,Independent,4a901a25f964a520021620e3,65794,Mon Apr 09 16:30:42 +0000 2012,-420,33.61045,-112.147466,Coffee Shop,KY4Mg8wSgDg4UpHRB_7JFg,Starbucks,3.0
7,3321,3321,Independent,4a901a25f964a520021620e3,65794,Tue Apr 10 01:09:48 +0000 2012,-420,33.61045,-112.147466,Coffee Shop,KY4Mg8wSgDg4UpHRB_7JFg,Starbucks,3.0
8,1767,1767,Independent,4b46640cf964a5208a1f26e3,159592,Tue Apr 03 18:34:55 +0000 2012,-420,33.378377,-112.02869,Chinese Restaurant,-voRkfS42YKYsrJ9DV0FxQ,Panda Express,2.5
9,525,525,Independent,413ba880f964a5203f1b1fe3,46745,Tue Apr 03 18:40:57 +0000 2012,-420,33.471296,-112.064825,American Restaurant,oFHvr1cAktvU-bQgrl4aPw,The Coronado PHX,4.0
10,378,378,Independent,4a66768cf964a52097c81fe3,123626,Tue Apr 03 19:01:58 +0000 2012,-420,33.45291,-112.07553,Gym / Fitness Center,aQSX8s676aET6peu8MRvWw,Lincoln Family YMCA,3.5
11,378,378,Independent,4a66768cf964a52097c81fe3,122239,Mon Apr 09 18:21:15 +0000 2012,-420,33.45291,-112.07553,Gym / Fitness Center,aQSX8s676aET6peu8MRvWw,Lincoln Family YMCA,3.5
12,1166,1166,Independent,4ae0a43af964a520318121e3,55751,Tue Apr 03 19:26:09 +0000 2012,-420,33.579529,-112.098983,Convenience Store,fkpOrQ34x8AFfszr-gce0A,QuikTrip,4.0
13,2098,2098,Independent,4d38ca8e9ae66dcbf6b419e7,203814,Tue Apr 03 19:29:40 +0000 2012,-420,33.423033000000004,-111.939273,Coffee Shop,iRDfCn7MSvEVKZLyzimKpw,eJoy Internet Cafe,2.5
14,627,627,Independent,4a4ea188f964a520d6ae1fe3,130716,Tue Apr 03 19:37:11 +0000 2012,-420,33.491267,-112.079237,Mexican Restaurant,yAXWKWRTs4wNy-zrJgoeXQ,Café Tranquilo,4.0
15,2122,2122,Independent,4bf1d51999d02d7fdd9ec948,88231,Tue Apr 03 19:41:13 +0000 2012,-420,33.422107000000004,-111.936445,Burger Joint,U6P56MjLrraN0JBNvOjxaA,The Chuck Box,4.0
16,1552,1552,Independent,4b11d511f964a520a58523e3,206461,Tue Apr 03 19:44:13 +0000 2012,-420,33.597462,-112.150016,Grocery Store,SKdKt0QS16YsFCpun-Qp0A,Fry's Food & Drug Stores,3.0
17,1552,1552,Independent,4b11d511f964a520a58523e3,206461,Wed Apr 04 04:36:35 +0000 2012,-420,33.597462,-112.150016,Grocery Store,SKdKt0QS16YsFCpun-Qp0A,Fry's Food & Drug Stores,3.0
18,1552,1552,Independent,4b11d511f964a520a58523e3,206461,Fri Apr 06 14:24:01 +0000 2012,-420,33.597462,-112.150016,Grocery Store,SKdKt0QS16YsFCpun-Qp0A,Fry's Food & Drug Stores,3.0
19,1552,1552,Independent,4b11d511f964a520a58523e3,206461,Sat Apr 07 21:31:58 +0000 2012,-420,33.597462,-112.150016,Grocery Store,SKdKt0QS16YsFCpun-Qp0A,Fry's Food & Drug Stores,3.0
20,1552,1552,Independent,4b11d511f964a520a58523e3,206461,Sun Apr 08 16:03:31 +0000 2012,-420,33.597462,-112.150016,Grocery Store,SKdKt0QS16YsFCpun-Qp0A,Fry's Food & Drug Stores,3.0
21,1552,1552,Independent,4b11d511f964a520a58523e3,206461,Tue Apr 10 05:03:03 +0000 2012,-420,33.597462,-112.150016,Grocery Store,SKdKt0QS16YsFCpun-Qp0A,Fry's Food & Drug Stores,3.0
22,1552,1552,Independent,4b11d511f964a520a58523e3,206461,Tue Apr 10 22:33:16 +0000 2012,-420,33.597462,-112.150016,Grocery Store,SKdKt0QS16YsFCpun-Qp0A,Fry's Food & Drug Stores,3.0
23,2498,2498,Independent,4f58d3f3e4b0bdfd0f19a7f3,224223,Tue Apr 03 19:44:47 +0000 2012,-420,33.597296,-112.016878,Dentist's Office,cSqnWUWOlIdOJI7D_7uu1A,Arizona Dental,4.5
24,2659,4115,Combined,4a47ecabf964a5204faa1fe3,18879,Tue Apr 03 20:06:53 +0000 2012,-420,33.52349,-112.022567,Resort,Rk94R2M9CwIaYcQ02ow1AA,Arizona Biltmore Resort & Spa Catering,3.0
25,2659,4115,Combined,4a47ecabf964a5204faa1fe3,150420,Wed Apr 04 16:52:58 +0000 2012,-420,33.52349,-112.022567,Resort,Rk94R2M9CwIaYcQ02ow1AA,Arizona Biltmore Resort & Spa Catering,3.0
26,2659,4115,Combined,4a47ecabf964a5204faa1fe3,85090,Sun Apr 08 17:18:50 +0000 2012,-420,33.52349,-112.022567,Resort,Rk94R2M9CwIaYcQ02ow1AA,Arizona Biltmore Resort & Spa Catering,3.0
27,3015,4221,Combined,4d83f0ce99b78cfa1390ac1f,47143,Tue Apr 03 20:07:25 +0000 2012,-420,33.584915,-111.976132,Department Store,p85uuUGYcgRj7nshGXX1wg,Ross Dress for Less,4.0
28,3015,4221,Combined,4d83f0ce99b78cfa1390ac1f,98617,Tue Apr 03 22:04:10 +0000 2012,-420,33.584915,-111.976132,Department Store,p85uuUGYcgRj7nshGXX1wg,Ross Dress for Less,4.0
29,2654,4115,Combined,4b9c7874f964a520f36a36e3,18879,Tue Apr 03 20:07:43 +0000 2012,-420,33.523584,-112.022668,Hotel Bar,wuBGY61_1-udSHUrOkM82w,Wright Bar,4.0
30,2494,2494,Independent,4bbfcd8f920eb713580c182c,47143,Tue Apr 03 20:09:23 +0000 2012,-420,33.597291,-112.0112,Automotive Shop,q9SVBDGK8EZZ7ICUao1skA,Discount Tire,4.0
31,2495,2495,Independent,4b2e8300f964a52087e124e3,47143,Tue Apr 03 20:10:53 +0000 2012,-420,33.597646000000005,-112.012086,Department Store,5gr5AYRCWJFi5OCG-fHX4g,At Home,3.5
32,2501,4111,Combined,4b59dcfff964a520c09c28e3,47143,Tue Apr 03 20:12:40 +0000 2012,-420,33.596637,-112.014181,Donut Shop,pMKyuQD2YP9-DPPoPJysIw,Dunkin' Donuts,2.5
33,2412,2412,Independent,4bd7637835aad13a47c88ef3,49555,Tue Apr 03 20:22:56 +0000 2012,-420,33.506065,-111.948118,Burger Joint,-aqb_GgAbEIOdhbY0UDKog,Relish Burger Bistro,4.0
34,2051,2051,Independent,4a845cbaf964a52061fc1fe3,62952,Tue Apr 03 20:24:51 +0000 2012,-420,33.42158,-111.942899,Mexican Restaurant,6C_8Mh4lmLc_QEs3hHleBg,El Pollo Supremo,4.5
35,524,524,Independent,4a70a2b3f964a52005d81fe3,13301,Tue Apr 03 20:35:42 +0000 2012,-420,33.470911,-112.064866,Burrito Place,WOz66UuVsfc2K9GxzfDnGg,America's Taco Shop,3.5
